id;exercise_name;body_part;equipment;target;location;style;difficulty;duration_type;default_sets;default_reps;desc;movement_pattern;duration_unit
1023;monster walk;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1024;mountain climber;full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
1025;muscle up;back;body weight;lats;both;calisthenics;advanced;reps;3;5;;isolation_lats;reps
1026;muscle-up (on vertical bar);back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1027;narrow push-up on exercise ball;upper arms;stability ball;triceps;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
1028;neck side stretch;neck;body weight;levator scapulae;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1029;negative crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1031;oblique crunches floor;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1032;olympic barbell hammer curl;upper arms;olympic barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
1033;olympic barbell triceps extension;upper arms;olympic barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1034;one arm against wall;back;body weight;lats;both;calisthenics;advanced;reps;3;12;;isolation_lats;reps
1035;one arm chin-up;back;body weight;lats;both;calisthenics;advanced;reps;3;5;;isolation_lats;reps
1036;one arm dip;upper arms;body weight;triceps;both;calisthenics;advanced;reps;3;12;;isolation_triceps;reps
1037;one arm slam (with medicine ball);waist;medicine ball;abs;both;strength_training;advanced;reps;3;10;;core;reps
1038;one arm towel row;back;body weight;upper back;both;calisthenics;advanced;reps;3;12;;horizontal_pull;reps
1039;one leg donkey calf raise;lower legs;body weight;calves;both;calisthenics;intermediate;reps;3;12;;isolation_calves;reps
1040;one leg floor calf raise;lower legs;body weight;calves;both;calisthenics;intermediate;reps;3;12;;isolation_calves;reps
1041;one leg squat;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;squat;reps
1042;otis up;waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1043;outside leg kick push-up;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1044;overhead triceps stretch;upper arms;body weight;triceps;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1045;pelvic tilt;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1046;pelvic tilt into bridge;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1047;peroneals stretch;lower legs;rope;calves;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1048;pike-to-cobra push-up;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1049;plyo push up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1050;posterior step to overhead reach;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1051;posterior tibialis stretch;lower legs;rope;calves;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1052;potty squat;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1053;potty squat with support;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;squat;reps
1054;power clean;upper legs;barbell;hamstrings;both;crossfit, strength_training;advanced;reps;3;10;;compound;reps
1055;power point plank;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
1056;prisoner half sit-up (male);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1057;prone twist on stability ball;waist;stability ball;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1058;pull up (neutral grip);back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;vertical_pull;reps
1059;pull-in (on stability ball);waist;stability ball;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1060;pull-up;back;body weight;lats;both;calisthenics;advanced;reps;3;12;;vertical_pull;reps
1061;push and pull bodyweight;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1062;push to run;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1063;push up on bosu ball;chest;bosu ball;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1064;push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1065;push-up (bosu ball);chest;bosu ball;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1066;push-up (on stability ball);chest;stability ball;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1068;push-up (wall);chest;body weight;pectorals;both;calisthenics;beginner;reps;3;12;;isolation_chest;reps
1070;push-up close-grip off dumbbell;upper arms;dumbbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1071;push-up inside leg kick;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1072;push-up medicine ball;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1073;push-up on lower arms;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1074;push-up plus;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1075;push-up to side plank;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
1076;quads;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;isolation_quads;reps
1077;quarter sit-up;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1079;raise single arm push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1080;rear decline bridge;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1081;rear deltoid stretch;shoulders;body weight;delts;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1082;rear pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1083;reclining big toe pose with rope;upper legs;rope;hamstrings;both;yoga, mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1084;resistance band hip thrusts on knees (female);upper legs;resistance band;glutes;both;strength_training;intermediate;reps;3;10;;hinge;reps
1085;resistance band leg extension;upper legs;resistance band;quads;both;strength_training;intermediate;reps;3;10;;isolation_quads;reps
1086;resistance band seated biceps curl;upper arms;resistance band;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
1087;resistance band seated chest press;chest;resistance band;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1088;resistance band seated hip abduction;upper legs;resistance band;abductors;both;strength_training;intermediate;reps;3;10;;glute_isolation;reps
1089;resistance band seated shoulder press;shoulders;resistance band;delts;both;strength_training;intermediate;reps;3;10;;vertical_push;reps
1090;resistance band seated straight back row;back;resistance band;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1091;reverse crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1092;reverse dip;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1093;reverse grip machine lat pulldown;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
1094;reverse grip pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1095;reverse hyper extension (on stability ball);upper legs;stability ball;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1096;reverse hyper on flat bench;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1097;reverse plank with leg lift;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
1098;ring dips;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1099;rocking frog stretch;upper legs;body weight;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1100;rocky pull-up pulldown;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;vertical_pull;reps
1101;roller back stretch;back;roller;spine;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1102;roller body saw;waist;roller;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1103;roller hip lat stretch;upper legs;roller;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1104;roller hip stretch;upper legs;roller;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1105;roller reverse crunch;waist;roller;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1106;roller seated shoulder flexor depresor retractor;chest;roller;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1107;roller seated single leg shoulder flexor depresor retractor;chest;roller;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1108;roller side lat stretch;back;roller;lats;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1109;rope climb;back;rope;upper back;both;calisthenics;intermediate;reps;3;12;;isolation_upper_back;reps
1110;run;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1111;run (equipment);full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1112;runners stretch;upper legs;body weight;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1113;russian twist;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1114;scapula dips;back;body weight;traps;both;calisthenics;intermediate;reps;3;12;;isolation_shoulders;reps
1115;scapula push-up;shoulders;body weight;serratus anterior;both;calisthenics;intermediate;reps;3;12;;isolation_shoulders;reps
1116;scapular pull-up;back;body weight;traps;both;calisthenics;intermediate;reps;3;12;;isolation_shoulders;reps
1117;scissor jumps (male);full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
1118;seated calf stretch (male);lower legs;body weight;calves;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1119;seated glute stretch;upper legs;body weight;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1120;seated leg raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1121;seated lower back stretch;back;body weight;lats;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1122;seated piriformis stretch;upper legs;body weight;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1123;seated side crunch (wall);waist;body weight;abs;both;calisthenics;beginner;reps;3;12;;core;reps
1124;seated wide angle pose sequence;upper legs;body weight;hamstrings;both;yoga, mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1125;self assisted inverse leg curl;upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
1127;self assisted inverse leg curl (on floor);upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
1128;semi squat jump (male);full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
1129;short stride run;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1130;shoulder grip pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1131;shoulder tap;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1132;shoulder tap push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1133;side bridge hip abduction;upper legs;body weight;abductors;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1135;side hip (on parallel bars);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1136;side hip abduction;upper legs;body weight;abductors;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1137;side lying floor stretch;back;body weight;lats;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1138;side lying hip adduction (male);upper legs;body weight;adductors;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1139;side plank hip adduction;upper legs;body weight;adductors;both;calisthenics;beginner;time;1;30;;core;reps
1140;side push neck stretch;neck;body weight;levator scapulae;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1141;side push-up;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1142;side wrist pull stretch;lower arms;body weight;forearms;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1143;side-to-side chin;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1144;side-to-side toe touch (male);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1145;single arm push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1146;single leg bridge with outstretched leg;upper legs;body weight;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1147;single leg calf raise (on a dumbbell);lower legs;dumbbell;calves;both;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1148;single leg platform slide;upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
1149;single leg squat (pistol) male;upper legs;body weight;glutes;both;calisthenics;advanced;reps;3;12;;squat;reps
1150;sissy squat;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
1152;sit-up with arms on chest;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1153;skater hops;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1154;ski ergometer;upper arms;skierg machine;triceps;gym;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1155;ski step;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1156;skin the cat;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;isolation_upper_back;reps
1157;sled 45 degrees one leg press;upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1158;sled 45° calf press;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1159;sled 45° leg press;upper legs;sled machine;glutes;gym;strength_training;beginner;reps;3;10;;squat;reps
1160;sled 45° leg press (back pov);upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1161;sled 45° leg press (side pov);upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1162;sled 45° leg wide press;upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;glute_isolation;reps
1163;sled calf press on leg press;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;squat;reps
1164;sled closer hack squat;upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1165;sled forward angled calf raise;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1166;sled hack squat;upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1167;sled lying calf press;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1168;sled lying squat;upper legs;sled machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1169;sled one leg calf press on leg press;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;squat;reps
1170;sledge hammer;waist;hammer;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1171;smith back shrug;back;smith machine;traps;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1172;smith behind neck press;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1173;smith bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1174;smith bent knee good morning;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;hinge;reps
1175;smith bent over row;back;smith machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1176;smith chair squat;upper legs;smith machine;quads;gym;strength_training;intermediate;reps;3;10;;squat;reps
1177;smith close-grip bench press;upper arms;smith machine;triceps;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1178;smith deadlift;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;hinge;reps
1179;smith decline bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1180;smith decline reverse-grip press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1181;smith front squat (clean grip);upper legs;smith machine;glutes;gym;crossfit, strength_training;advanced;reps;3;10;;squat;reps
1182;smith full squat;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1183;smith hack squat;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1184;smith hip raise;waist;smith machine;abs;gym;strength_training;intermediate;reps;3;10;;core;reps
1185;smith incline bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1186;smith incline reverse-grip press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1187;smith incline shoulder raises;shoulders;smith machine;serratus anterior;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1188;smith leg press;upper legs;smith machine;glutes;gym;strength_training;beginner;reps;3;10;;squat;reps
1189;smith low bar squat;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1190;smith machine bicep curl;upper arms;smith machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
1191;smith machine decline close grip bench press;upper arms;smith machine;triceps;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1192;smith machine incline tricep extension;upper arms;smith machine;triceps;gym;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1193;smith machine reverse decline close grip bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1194;smith narrow row;back;smith machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1195;smith one arm row;back;smith machine;upper back;gym;strength_training;advanced;reps;3;10;;horizontal_pull;reps
1196;smith one leg floor calf raise;lower legs;smith machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1197;smith rear delt row;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1198;smith reverse calf raises;lower legs;smith machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1200;smith reverse grip bent over row;back;smith machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1201;smith reverse-grip press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1202;smith seated one leg calf raise;lower legs;smith machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1203;smith seated shoulder press;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
1204;smith seated wrist curl;lower arms;smith machine;forearms;gym;strength_training;intermediate;reps;3;10;;isolation_forearms;reps
1205;smith shoulder press;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
1206;smith shrug;back;smith machine;traps;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1207;smith single leg split squat;upper legs;smith machine;quads;gym;strength_training;intermediate;reps;3;10;;squat;reps
1208;smith sprint lunge;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;lunge;reps
1209;smith squat;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1210;smith standing back wrist curl;lower arms;smith machine;forearms;gym;strength_training;intermediate;reps;3;10;;isolation_forearms;reps
1211;smith standing behind head military press;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
1212;smith standing leg calf raise;lower legs;smith machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1213;smith standing military press;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
1214;smith sumo squat;upper legs;smith machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
1215;smith toe raise;lower legs;smith machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1216;smith upright row;shoulders;smith machine;delts;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1217;smith wide grip bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1218;smith wide grip decline bench press;chest;smith machine;pectorals;gym;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1219;snatch pull;upper legs;barbell;quads;both;crossfit, strength_training;advanced;reps;3;10;;hinge;reps
1220;spell caster;waist;dumbbell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1221;sphinx;back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
1222;spider crawl push up;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1223;spine stretch;back;body weight;spine;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1224;spine twist;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1225;split squats;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
1226;squat jerk;upper legs;barbell;quads;both;strength_training;intermediate;reps;3;10;;squat;reps
1227;squat on bosu ball;upper legs;bosu ball;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
1228;squat to overhead reach;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
1229;squat to overhead reach with twist;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
2001;bodyweight squat;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;squat;reps
1230;stability ball crunch (full range hands behind head);waist;stability ball;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1231;stalder press;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1232;standing archer;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;isolation_upper_back;reps
1233;standing behind neck press;shoulders;barbell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1234;standing calf raise (on a staircase);lower legs;body weight;calves;both;calisthenics;intermediate;reps;3;12;;isolation_calves;reps
1235;standing calves;lower legs;body weight;calves;both;calisthenics;intermediate;reps;3;12;;isolation_calves;reps
1236;standing calves calf stretch;lower legs;body weight;calves;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1237;standing hamstring and calf stretch with strap;upper legs;rope;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1238;standing lateral stretch;back;body weight;lats;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1239;standing pelvic tilt;back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
1240;standing single leg curl;upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
1241;standing wheel rollerout;waist;wheel roller;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1242;star jump (male);full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
1244;stationary bike walk;full body;leverage machine;cardiovascular system;gym;cardio, strength_training;beginner;time;1;50;;cardio;minutes
1245;straddle maltese;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
1246;straddle planche;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
1247;straight leg outer hip abductor;upper legs;body weight;abductors;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1248;superman push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1249;suspended abdominal fallout;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1250;suspended push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1251;suspended reverse crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1252;suspended row;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
1253;suspended split squat;upper legs;body weight;quads;both;calisthenics;intermediate;reps;3;12;;squat;reps
1255;swing 360;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1256;three bench dip;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1257;tire flip;upper legs;tire;glutes;both;strength_training;intermediate;reps;3;10;;glute_isolation;reps
1258;trap bar deadlift;upper legs;trap bar;glutes;both;strength_training;intermediate;reps;3;10;;hinge;reps
1259;triceps dip;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1260;triceps dip (bench leg);upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1261;triceps dip (between benches);upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1262;triceps dips floor;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1263;triceps press;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
1264;triceps stretch;upper arms;body weight;triceps;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1265;tuck crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1266;twin handle parallel grip lat pulldown;back;cable;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
1267;twist hip lift;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1268;twisted leg raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1269;twisted leg raise (female);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1270;two toe touch (male);back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
1271;upper back stretch;back;body weight;upper back;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1272;upward facing dog;back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
1273;v-sit on floor;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1274;vertical leg raise (on parallel bars);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1275;walk elliptical cross trainer;full body;elliptical machine;cardiovascular system;gym;cardio, strength_training;beginner;time;1;50;;cardio;minutes
1276;walking high knees lunge;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1277;walking lunge;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;lunge;reps
1278;walking on incline treadmill;full body;leverage machine;cardiovascular system;gym;cardio, strength_training;beginner;time;1;50;;cardio;minutes
1279;walking on stepmill;full body;stepmill machine;cardiovascular system;gym;cardio, strength_training;beginner;time;1;50;;cardio;minutes
1280;weighted bench dip;upper arms;weighted;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1281;weighted close grip chin-up on dip cage;back;weighted;lats;both;strength_training;intermediate;reps;3;10;;isolation_lats;reps
1282;weighted cossack squats (male);upper legs;weighted;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
1283;weighted crunch;waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1284;weighted decline sit-up;waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1285;weighted donkey calf raise;lower legs;weighted;calves;both;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1286;weighted drop push up;chest;weighted;pectorals;both;strength_training;intermediate;reps;3;10;;horizontal_push;reps
